t,took
2023-07-14 12:00:00,665.2093544006348
2023-07-15 00:00:00,691.5058860778809
2023-07-15 12:00:00,648.3757178783417
2023-07-16 00:00:00,702.4710576534271
2023-07-16 12:00:00,633.1099054813385
2023-07-17 00:00:00,717.4373242855072
2023-07-17 12:00:00,691.7155346870422
2023-07-18 00:00:00,770.2447476387024
2023-07-18 12:00:00,738.1614384651184
2023-07-19 00:00:00,747.6419196128845
2023-07-19 12:00:00,720.0016896724701
2023-07-20 00:00:00,761.5620872974396
2023-07-20 12:00:00,716.7711799144745
2023-07-21 00:00:00,766.2074286937714
2023-07-21 12:00:00,688.7246131896973
2023-07-22 00:00:00,805.6441991329193
2023-07-22 12:00:00,718.6231906414032
2023-07-23 00:00:00,774.8085262775421
2023-07-23 12:00:00,672.8100001811981
2023-07-24 00:00:00,767.4982089996338
2023-07-24 12:00:00,752.6479887962341
2023-07-25 00:00:00,794.2391295433044
2023-07-25 12:00:00,775.3746054172516
2023-07-26 00:00:00,735.139408826828
2023-07-26 12:00:00,690.160564661026
2023-07-27 00:00:00,757.6101953983307
2023-07-27 12:00:00,752.1585221290588
2023-07-28 00:00:00,786.9478180408478
2023-07-28 12:00:00,754.0677046775818
2023-07-29 00:00:00,760.3236005306244
2023-07-29 12:00:00,715.7097527980804
2023-07-30 00:00:00,842.0740284919739
2023-07-30 12:00:00,725.540186882019
2023-07-31 00:00:00,844.0749411582947
2023-07-31 12:00:00,784.9715261459351
2023-08-01 00:00:00,863.647730588913
2023-08-01 12:00:00,833.9471604824066
2023-08-02 00:00:00,866.218444108963
2023-08-02 12:00:00,793.171543598175
2023-08-03 00:00:00,835.002268075943
2023-08-03 12:00:00,780.3980920314789
2023-08-04 00:00:00,821.8313498497009
2023-08-04 12:00:00,767.2684926986694
2023-08-05 00:00:00,803.673180103302
2023-08-05 12:00:00,722.699057340622
2023-08-06 00:00:00,796.1668305397034
2023-08-06 12:00:00,689.6174652576447
2023-08-07 00:00:00,748.37961769104
2023-08-07 12:00:00,755.8332207202911
2023-08-08 00:00:00,780.7623879909515
2023-08-08 12:00:00,725.5834081172943
2023-08-09 00:00:00,838.0202696323395
2023-08-09 12:00:00,717.1862959861755
2023-08-10 00:00:00,719.1379940509796
2023-08-10 12:00:00,730.279011964798
2023-08-11 00:00:00,779.6328864097595
2023-08-11 12:00:00,733.9442203044891
2023-08-12 00:00:00,779.890394449234
2023-08-12 12:00:00,729.5029406547546
2023-08-13 00:00:00,781.4514377117157
2023-08-13 12:00:00,695.691487789154
2023-08-14 00:00:00,789.8272521495819
2023-08-14 12:00:00,757.3418605327606
2023-08-15 00:00:00,810.1471180915833
2023-08-15 12:00:00,835.1552164554596
2023-08-16 00:00:00,941.9851129055023
2023-08-16 12:00:00,896.3975486755371
2023-08-17 00:00:00,992.9966568946838
2023-08-17 12:00:00,886.7094967365265
2023-08-18 00:00:00,934.0700635910034
2023-08-18 12:00:00,920.3984458446503
2023-08-19 00:00:00,1128.6725587844849
2023-08-19 12:00:00,897.1987779140472
2023-08-20 00:00:00,986.043532371521
2023-08-20 12:00:00,785.9731328487396
2023-08-21 00:00:00,851.9913895130157
2023-08-21 12:00:00,806.3861439228058
2023-08-22 00:00:00,848.6926140785217
2023-08-22 12:00:00,821.7589402198792
2023-08-23 00:00:00,875.9184188842773
2023-08-23 12:00:00,841.9445729255676
2023-08-24 00:00:00,856.7571663856506
2023-08-24 12:00:00,859.8968148231506
2023-08-25 00:00:00,847.7715556621552
2023-08-25 12:00:00,847.9517765045166
2023-08-26 00:00:00,912.1468372344971
2023-08-26 12:00:00,807.5417449474335
2023-08-27 00:00:00,908.3415932655334
2023-08-27 12:00:00,780.4200258255005
2023-08-28 00:00:00,879.5766108036041
2023-08-28 12:00:00,873.9508786201477
2023-08-29 00:00:00,920.1774897575378
2023-08-29 12:00:00,861.7278125286102
2023-08-30 00:00:00,887.494996547699
2023-08-30 12:00:00,862.0298082828522
2023-08-31 00:00:00,943.4436047077179
2023-08-31 12:00:00,875.2141878604889
2023-09-01 00:00:00,878.8482465744019
2023-09-01 12:00:00,806.8472626209259
2023-09-02 00:00:00,871.2549498081207
2023-09-02 12:00:00,770.5105364322662
2023-09-03 00:00:00,886.6197137832642
2023-09-03 12:00:00,779.4702160358429
2023-09-04 00:00:00,849.3217692375183
2023-09-04 12:00:00,818.9983162879944
2023-09-05 00:00:00,874.0019769668579
2023-09-05 12:00:00,843.9998548030853
2023-09-06 00:00:00,863.7573461532593
2023-09-06 12:00:00,909.6133756637573
2023-09-07 00:00:00,883.6138689517975
2023-09-07 12:00:00,905.725713968277
2023-09-08 00:00:00,874.6330649852753
2023-09-08 12:00:00,871.6350877285004
2023-09-09 00:00:00,875.131637096405
2023-09-09 12:00:00,844.4707412719727
2023-09-10 00:00:00,883.7859292030334
2023-09-10 12:00:00,808.3854236602783
2023-09-11 00:00:00,843.7270622253418
2023-09-11 12:00:00,865.125429391861
2023-09-12 00:00:00,846.6680080890656
2023-09-12 12:00:00,844.9422662258148
2023-09-13 00:00:00,881.9412617683411
2023-09-13 12:00:00,846.3634507656097
2023-09-14 00:00:00,897.8995094299316
2023-09-14 12:00:00,898.9899778366089
2023-09-15 00:00:00,949.5644564628601
2023-09-15 12:00:00,947.6120808124542
2023-09-16 00:00:00,966.264490365982
2023-09-16 12:00:00,912.3905663490295
2023-09-17 00:00:00,887.5648555755615
2023-09-17 12:00:00,859.8572895526886
2023-09-18 00:00:00,940.3028738498688
2023-09-18 12:00:00,1026.5813579559326
2023-09-19 00:00:00,995.2589659690857
2023-09-19 12:00:00,1047.9329452514648
2023-09-20 00:00:00,955.7730536460876
2023-09-20 12:00:00,894.8861801624298
2023-09-21 00:00:00,924.3915066719055
2023-09-21 12:00:00,972.5270638465881
2023-09-22 00:00:00,956.3586993217468
2023-09-22 12:00:00,926.0485725402832
2023-09-23 00:00:00,1505.9246881008148
2023-09-23 12:00:00,986.3296899795532
2023-09-24 00:00:00,891.2498211860657
2023-09-24 12:00:00,796.6218070983887
2023-09-25 00:00:00,855.3624370098114
2023-09-25 12:00:00,932.9579536914825
2023-09-26 00:00:00,929.1163883209229
2023-09-26 12:00:00,941.5202767848969
2023-09-27 00:00:00,927.9533941745758
2023-09-27 12:00:00,966.1443047523499
2023-09-28 00:00:00,933.2344136238098
2023-09-28 12:00:00,976.8347220420837
2023-09-29 00:00:00,928.8607757091522
2023-09-29 12:00:00,890.0344467163086
2023-09-30 00:00:00,11970.975144863129
2023-09-30 12:00:00,1874.6949350833893
2023-10-01 00:00:00,1184.490059375763
2023-10-01 12:00:00,1124.400441646576
2023-10-02 00:00:00,1158.9001262187958
2023-10-02 12:00:00,1250.8248267173767
2023-10-03 00:00:00,1180.5310125350952
2023-10-03 12:00:00,1224.6815903186798
2023-10-04 00:00:00,1196.563015460968
2023-10-04 12:00:00,1136.2913353443146
2023-10-05 00:00:00,1135.3326227664948
2023-10-05 12:00:00,1144.3201994895935
2023-10-06 00:00:00,1122.2793910503387
2023-10-06 12:00:00,1161.6311576366425
2023-10-07 00:00:00,1124.7833089828491
2023-10-07 12:00:00,1139.5670652389526
2023-10-08 00:00:00,1181.1197438240051
2023-10-08 12:00:00,1109.5288157463074
2023-10-09 00:00:00,1177.1601088047028
2023-10-09 12:00:00,1320.0125107765198
2023-10-10 00:00:00,1103.0715432167053
2023-10-10 12:00:00,1247.4062299728394
2023-10-11 00:00:00,1100.897797346115
2023-10-11 12:00:00,1003.9750156402588
2023-10-12 00:00:00,1142.6941320896149
2023-10-12 12:00:00,1165.9144763946533
2023-10-13 00:00:00,1149.5092799663544
2023-10-13 12:00:00,1109.7735838890076
2023-10-14 00:00:00,1072.099327802658
2023-10-14 12:00:00,1103.499299287796
2023-10-15 00:00:00,1235.3131482601166
2023-10-15 12:00:00,1082.9015862941742
2023-10-16 00:00:00,1129.595593214035
2023-10-16 12:00:00,1334.6525104045868
2023-10-17 00:00:00,1209.521133184433
2023-10-17 12:00:00,1552.77592086792
2023-10-18 00:00:00,1307.0550227165222
2023-10-18 12:00:00,1516.238719701767
2023-10-19 00:00:00,1260.4049134254456
2023-10-19 12:00:00,1440.037075996399
2023-10-20 00:00:00,1238.062514781952
2023-10-20 12:00:00,1494.3947916030884
2023-10-21 00:00:00,1226.0015707015991
2023-10-21 12:00:00,1344.9896388053894
2023-10-22 00:00:00,1163.8941190242767
2023-10-22 12:00:00,1212.150440454483
2023-10-23 00:00:00,1130.98242521286
2023-10-23 12:00:00,1365.2995419502258
2023-10-24 00:00:00,1227.6366147994995
2023-10-24 12:00:00,1361.072009563446
2023-10-25 00:00:00,1134.5051901340485
2023-10-25 12:00:00,1307.991569519043
2023-10-26 00:00:00,1240.9786133766174
2023-10-26 12:00:00,1204.3823974132538
2023-10-27 00:00:00,1241.667997598648
2023-10-27 12:00:00,1188.3581631183624
2023-10-28 00:00:00,1266.042669057846
2023-10-28 12:00:00,1140.4203190803528
2023-10-29 00:00:00,1128.0929081439972
2023-10-29 12:00:00,1108.2718343734741
2023-10-30 00:00:00,1094.6113131046295
2023-10-30 12:00:00,1360.4834637641907
2023-10-31 00:00:00,1286.168741941452
2023-10-31 12:00:00,1395.056892156601
2023-11-01 00:00:00,1230.8838789463043
2023-11-01 12:00:00,1295.672532081604
2023-11-02 00:00:00,1160.260528087616
2023-11-02 12:00:00,1436.7973020076752
2023-11-03 00:00:00,1305.6983230113983
2023-11-03 12:00:00,1418.7993988990784
2023-11-04 00:00:00,1319.4910039901733
2023-11-04 12:00:00,1254.1428730487823
2023-11-05 00:00:00,1273.376042842865
2023-11-05 12:00:00,1303.604267835617
2023-11-06 00:00:00,1294.722160100937
2023-11-06 12:00:00,1344.6987936496735
2023-11-07 00:00:00,1269.7607424259186
2023-11-07 12:00:00,1517.9487748146057
2023-11-08 00:00:00,1469.7764196395874
2023-11-08 12:00:00,1444.8359723091125
2023-11-09 00:00:00,1359.0557625293732
2023-11-09 12:00:00,1185.7458469867706
2023-11-10 00:00:00,1143.8736548423767
2023-11-10 12:00:00,1508.021499156952
2023-11-11 00:00:00,1217.9513404369354
2023-11-11 12:00:00,1134.5100197792053
2023-11-12 00:00:00,1160.3146421909332
2023-11-12 12:00:00,1130.9443037509918
2023-11-13 00:00:00,1154.297423839569
2023-11-13 12:00:00,1381.8640868663788
2023-11-14 00:00:00,1254.0040233135223
2023-11-14 12:00:00,1327.370792388916
2023-11-15 00:00:00,1239.6445183753967
2023-11-15 12:00:00,1351.0705246925354
2023-11-16 00:00:00,1345.0829439163208
2023-11-16 12:00:00,1247.210602760315
2023-11-17 00:00:00,1301.4433381557465
2023-11-17 12:00:00,1306.6875841617584
2023-11-18 00:00:00,1304.5773556232452
2023-11-18 12:00:00,1426.1610457897186
2023-11-19 00:00:00,1355.0427885055542
2023-11-19 12:00:00,1347.302559375763
2023-11-20 00:00:00,1372.1333453655243
2023-11-20 12:00:00,1339.2983055114746
2023-11-21 00:00:00,1179.216136455536
2023-11-21 12:00:00,1194.9149432182312
2023-11-22 00:00:00,1272.7282130718231
2023-11-22 12:00:00,1222.055504322052
2023-11-23 00:00:00,1209.7883727550507
2023-11-23 12:00:00,1142.903327703476
2023-11-24 00:00:00,1202.9582378864288
2023-11-24 12:00:00,1298.7553899288177
2023-11-25 00:00:00,1227.968014717102
2023-11-25 12:00:00,1274.146940946579
2023-11-26 00:00:00,1165.4932146072388
2023-11-26 12:00:00,1108.606077671051
2023-11-27 00:00:00,1213.213060617447
2023-11-27 12:00:00,1304.5044691562653
2023-11-28 00:00:00,1199.3378455638885
2023-11-28 12:00:00,1649.5993113517761
2023-11-29 00:00:00,1283.8558926582336
